step,epoch,l1_loss,kld_loss,total_loss,ph_active_frac,ph_gate,lr,vram_gb,step_s
263,0,0.4727,0.1275,1.7482,0,-,5.2600000000000005e-05,6.43,0.0737
264,0,0.441,0.1373,1.8141,0,-,5.28e-05,6.43,0.0736
265,0,0.3995,0.133,1.7296,0,-,5.300000000000001e-05,6.43,0.0728
266,0,0.4044,0.1344,1.7485,0,-,5.3200000000000006e-05,6.43,0.0724
267,0,0.4386,0.1293,1.7313,0,-,5.3400000000000004e-05,6.43,0.0732
268,0,0.3673,0.1336,1.7031,0,-,5.360000000000001e-05,6.43,0.0739
269,0,0.4014,0.128,1.6817,0,-,5.380000000000001e-05,6.43,0.0734
270,0,0.4041,0.1354,1.7584,0,-,5.4000000000000005e-05,6.43,0.0715
271,0,0.4578,0.1216,1.6739,0,-,5.420000000000001e-05,6.43,0.0728
272,0,0.4179,0.1317,1.7348,0,-,5.440000000000001e-05,6.43,0.0718
273,0,0.4249,0.1257,1.6815,0,-,5.4600000000000006e-05,6.43,0.0729
274,0,0.3955,0.12,1.5952,0,-,5.4800000000000004e-05,6.43,0.074
275,0,0.3628,0.1308,1.6703,0,-,5.500000000000001e-05,6.43,0.0749
276,0,0.4299,0.1201,1.6311,0,-,5.520000000000001e-05,6.43,0.0751
277,0,0.3828,0.1196,1.5787,0,-,5.5400000000000005e-05,6.43,0.0741
278,0,0.414,0.112,1.5342,0,-,5.560000000000001e-05,6.43,0.0747
279,0,0.3557,0.1235,1.591,0,-,5.580000000000001e-05,6.43,0.0729
280,0,0.3883,0.1185,1.5736,0,-,5.6000000000000006e-05,6.43,0.0785
281,0,0.4119,0.122,1.6317,0,-,5.620000000000001e-05,6.43,0.0729
282,0,0.4267,0.1117,1.5434,0,-,5.6399999999999995e-05,6.43,0.0735
283,0,0.4236,0.1219,1.6424,0,-,5.66e-05,6.43,0.0739
284,0,0.4479,0.1221,1.6693,0,-,5.68e-05,6.43,0.0729
285,0,0.473,0.1105,1.5777,0,-,5.6999999999999996e-05,6.43,0.0731
286,0,0.4392,0.1193,1.6327,0,-,5.72e-05,6.43,0.075
287,0,0.4384,0.1239,1.677,0,-,5.74e-05,6.43,0.0763
288,0,0.4541,0.1183,1.6372,0,-,5.76e-05,6.43,0.0716
289,0,0.4956,0.1139,1.6344,0,-,5.7799999999999995e-05,6.43,0.0739
290,0,0.4455,0.119,1.6355,0,-,5.8e-05,6.43,0.0757
291,0,0.4451,0.1136,1.5811,0,-,5.82e-05,6.43,0.0736
292,0,0.4466,0.1091,1.5373,0,-,5.8399999999999997e-05,6.43,0.0717
293,0,0.3875,0.1262,1.6494,0,-,5.86e-05,6.43,0.0718
294,0,0.3708,0.1184,1.5545,0,-,5.88e-05,6.43,0.0722
295,0,0.38,0.1215,1.5954,0,-,5.9e-05,6.43,0.0719
296,0,0.3831,0.1305,1.6878,0,-,5.92e-05,6.43,0.0721
297,0,0.4126,0.1157,1.57,0,-,5.94e-05,6.43,0.0722
298,0,0.4076,0.1189,1.5968,0,-,5.96e-05,6.42,0.0718
299,0,0.3848,0.1191,1.5756,0,-,5.9800000000000003e-05,6.43,0.0744
300,0,0.4619,0.1084,1.5462,0,-,6e-05,6.43,0.0734
301,0,0.4109,0.1137,1.5479,0,-,6.02e-05,6.43,0.0728
302,0,0.3742,0.1107,1.4812,0,-,6.04e-05,6.43,0.0769
303,0,0.4335,0.1075,1.5085,0,-,6.06e-05,6.42,0.0745
304,0,0.3495,0.1169,1.5182,0,-,6.08e-05,6.43,0.0755
305,0,0.3869,0.1104,1.4913,0,-,6.1e-05,6.43,0.0724
306,0,0.435,0.109,1.5253,0,-,6.12e-05,6.43,0.0721
307,0,0.4392,0.1034,1.4732,0,-,6.14e-05,6.43,0.0731
308,0,0.3852,0.1148,1.5328,0,-,6.16e-05,6.43,0.076
309,0,0.4039,0.1048,1.4516,0,-,6.18e-05,6.43,0.0718
310,0,0.4159,0.1105,1.5209,0,-,6.2e-05,6.43,0.0772
311,0,0.3848,0.1142,1.527,0,-,6.220000000000001e-05,6.43,0.0728
312,0,0.4016,0.1105,1.5063,0,-,6.24e-05,6.43,0.0739
313,0,0.4339,0.1109,1.5433,0,-,6.26e-05,6.42,0.0716
314,0,0.3937,0.1063,1.4567,0,-,6.280000000000001e-05,6.43,0.0802
315,0,0.4143,0.104,1.4543,0,-,6.3e-05,6.42,0.0717
316,0,0.4356,0.1072,1.5073,0,-,6.32e-05,6.43,0.0755
317,0,0.4433,0.1061,1.5047,0,-,6.340000000000001e-05,6.43,0.0756
318,0,0.4276,0.1027,1.4541,0,-,6.36e-05,6.43,0.0747
319,0,0.3893,0.1106,1.4957,0,-,6.38e-05,6.43,0.0716
320,0,0.3758,0.1032,1.4073,0,-,6.400000000000001e-05,6.43,0.0756
321,0,0.4199,0.0985,1.4054,0,-,6.42e-05,6.43,0.0715
322,0,0.4209,0.0985,1.4056,0,-,6.440000000000001e-05,6.43,0.0742
323,0,0.3636,0.0974,1.338,0,-,6.460000000000001e-05,6.43,0.0714
324,0,0.4085,0.1039,1.4472,0,-,6.48e-05,6.43,0.0716
325,0,0.3999,0.0985,1.3844,0,-,6.500000000000001e-05,6.42,0.0729
326,0,0.3334,0.0987,1.32,0,-,6.52e-05,6.43,0.0726
327,0,0.3607,0.1075,1.4362,0,-,6.54e-05,6.42,0.0725
328,0,0.3508,0.102,1.371,0,-,6.560000000000001e-05,6.43,0.0726
329,0,0.3958,0.1006,1.4022,0,-,6.58e-05,6.43,0.0726
330,0,0.4005,0.1008,1.408,0,-,6.6e-05,6.42,0.0743
331,0,0.3764,0.1,1.3763,0,-,6.620000000000001e-05,6.43,0.0747
332,0,0.4244,0.0964,1.388,0,-,6.64e-05,6.43,0.0727
333,0,0.3808,0.1045,1.4253,0,-,6.66e-05,6.43,0.0729
334,0,0.3857,0.0961,1.347,0,-,6.680000000000001e-05,6.43,0.0754
335,0,0.3689,0.105,1.4194,0,-,6.7e-05,6.43,0.0718
336,0,0.3812,0.0995,1.376,0,-,6.720000000000001e-05,6.43,0.0755
337,0,0.4496,0.0941,1.3909,0,-,6.740000000000001e-05,6.43,0.074
338,0,0.3846,0.1009,1.3938,0,-,6.76e-05,6.43,0.0722
339,0,0.407,0.099,1.3969,0,-,6.780000000000001e-05,6.43,0.0777
